time,source,target,st,tt,t
151700,19,10,PSI*,PSI*,12/02/2011 12:00:00
151720,19,10,PSI*,PSI*,12/02/2011 12:00:00
151960,9,19,PSI*,PSI*,12/02/2011 12:00:00
152000,9,19,PSI*,PSI*,12/02/2011 12:00:00
152020,19,10,PSI*,PSI*,12/02/2011 12:00:00
152020,9,19,PSI*,PSI*,12/02/2011 12:00:00
152040,19,10,PSI*,PSI*,12/02/2011 12:00:00
152080,19,10,PSI*,PSI*,12/02/2011 12:00:00
152160,9,19,PSI*,PSI*,12/02/2011 12:00:00
152180,9,19,PSI*,PSI*,12/02/2011 12:00:00
152220,19,10,PSI*,PSI*,12/02/2011 12:00:00
152240,9,19,PSI*,PSI*,12/02/2011 12:00:00
152260,9,19,PSI*,PSI*,12/02/2011 12:00:00
152280,9,19,PSI*,PSI*,12/02/2011 12:00:00
152300,9,19,PSI*,PSI*,12/02/2011 12:00:00
152320,9,19,PSI*,PSI*,12/02/2011 12:00:00
152340,9,19,PSI*,PSI*,12/02/2011 12:00:00
152360,9,19,PSI*,PSI*,12/02/2011 12:00:00
152420,19,10,PSI*,PSI*,12/02/2011 12:00:00
152460,19,10,PSI*,PSI*,12/02/2011 12:00:00
152460,9,19,PSI*,PSI*,12/02/2011 12:00:00
152480,19,10,PSI*,PSI*,12/02/2011 12:00:00
152480,9,19,PSI*,PSI*,12/02/2011 12:00:00
152500,9,19,PSI*,PSI*,12/02/2011 12:00:00
152520,19,10,PSI*,PSI*,12/02/2011 12:00:00
152520,9,19,PSI*,PSI*,12/02/2011 12:00:00
152540,19,10,PSI*,PSI*,12/02/2011 12:00:00
152540,9,19,PSI*,PSI*,12/02/2011 12:00:00
152560,19,10,PSI*,PSI*,12/02/2011 12:00:00
152560,9,19,PSI*,PSI*,12/02/2011 12:00:00
152580,9,19,PSI*,PSI*,12/02/2011 12:00:00
152600,9,19,PSI*,PSI*,12/02/2011 12:00:00
152620,9,19,PSI*,PSI*,12/02/2011 12:00:00
152640,9,19,PSI*,PSI*,12/02/2011 12:00:00
153240,9,10,PSI*,PSI*,12/02/2011 12:30:00
153600,19,10,PSI*,PSI*,12/02/2011 12:30:00
153620,19,10,PSI*,PSI*,12/02/2011 12:30:00
153740,9,19,PSI*,PSI*,12/02/2011 12:30:00
153820,9,19,PSI*,PSI*,12/02/2011 12:30:00
154160,9,19,PSI*,PSI*,12/02/2011 12:30:00
154180,9,19,PSI*,PSI*,12/02/2011 12:30:00
154360,9,19,PSI*,PSI*,12/02/2011 12:30:00
154380,9,19,PSI*,PSI*,12/02/2011 12:30:00
154420,19,10,PSI*,PSI*,12/02/2011 12:30:00
154480,19,10,PSI*,PSI*,12/02/2011 12:30:00
154600,9,19,PSI*,PSI*,12/02/2011 12:30:00
155000,19,10,PSI*,PSI*,12/02/2011 13:00:00
155080,19,10,PSI*,PSI*,12/02/2011 13:00:00
155100,19,10,PSI*,PSI*,12/02/2011 13:00:00
155120,19,10,PSI*,PSI*,12/02/2011 13:00:00
156640,19,10,PSI*,PSI*,12/02/2011 13:30:00
156660,19,10,PSI*,PSI*,12/02/2011 13:30:00
158780,15,9,PC,PSI*,12/02/2011 14:00:00
158880,15,6,PC,PSI*,12/02/2011 14:00:00
160680,17,2,PC*,PC*,12/02/2011 14:30:00
160980,16,12,PC*,PC*,12/02/2011 14:30:00
161020,16,12,PC*,PC*,12/02/2011 14:30:00
161080,17,2,PC*,PC*,12/02/2011 14:30:00
161360,16,12,PC*,PC*,12/02/2011 14:30:00
227040,11,4,PC*,PC*,12/03/2011 09:00:00
227060,11,4,PC*,PC*,12/03/2011 09:00:00
227100,11,4,PC*,PC*,12/03/2011 09:00:00
227120,11,4,PC*,PC*,12/03/2011 09:00:00
227300,11,4,PC*,PC*,12/03/2011 09:00:00
227420,11,4,PC*,PC*,12/03/2011 09:00:00
227440,11,4,PC*,PC*,12/03/2011 09:00:00
227580,1,11,PC*,PC*,12/03/2011 09:00:00
227900,1,17,PC*,PC*,12/03/2011 09:00:00
231540,8,5,PSI*,PSI*,12/03/2011 10:00:00
235100,13,4,PSI*,PC*,12/03/2011 11:00:00
235120,11,13,PC*,PSI*,12/03/2011 11:00:00
235140,11,13,PC*,PSI*,12/03/2011 11:00:00
235160,1,8,PC*,PSI*,12/03/2011 11:00:00
235320,11,4,PC*,PC*,12/03/2011 11:00:00
235360,3,11,PC*,PC*,12/03/2011 11:00:00
235400,11,12,PC*,PC*,12/03/2011 11:00:00
235420,11,4,PC*,PC*,12/03/2011 11:00:00
235440,3,11,PC*,PC*,12/03/2011 11:00:00
235440,11,4,PC*,PC*,12/03/2011 11:00:00
235460,3,11,PC*,PC*,12/03/2011 11:00:00
235480,3,11,PC*,PC*,12/03/2011 11:00:00
235500,3,11,PC*,PC*,12/03/2011 11:00:00
235520,3,11,PC*,PC*,12/03/2011 11:00:00
235540,3,11,PC*,PC*,12/03/2011 11:00:00
235560,3,11,PC*,PC*,12/03/2011 11:00:00
235560,15,9,PC,PSI*,12/03/2011 11:00:00
235560,3,6,PC*,PSI*,12/03/2011 11:00:00
235560,11,6,PC*,PSI*,12/03/2011 11:00:00
235580,3,11,PC*,PC*,12/03/2011 11:00:00
235580,11,6,PC*,PSI*,12/03/2011 11:00:00
235600,15,9,PC,PSI*,12/03/2011 11:00:00
235600,11,6,PC*,PSI*,12/03/2011 11:00:00
235620,15,9,PC,PSI*,12/03/2011 11:00:00
235620,11,6,PC*,PSI*,12/03/2011 11:00:00
235640,13,6,PSI*,PSI*,12/03/2011 11:00:00
235640,11,6,PC*,PSI*,12/03/2011 11:00:00
235660,11,6,PC*,PSI*,12/03/2011 11:00:00
235680,11,6,PC*,PSI*,12/03/2011 11:00:00
235700,11,6,PC*,PSI*,12/03/2011 11:00:00
235720,5,6,PSI*,PSI*,12/03/2011 11:00:00
235740,3,11,PC*,PC*,12/03/2011 11:00:00
235740,11,2,PC*,PC*,12/03/2011 11:00:00
235760,14,6,PSI*,PSI*,12/03/2011 11:00:00
235780,13,6,PSI*,PSI*,12/03/2011 11:00:00
235800,15,16,PC,PC*,12/03/2011 11:30:00
235840,3,11,PC*,PC*,12/03/2011 11:30:00
236180,16,3,PC*,PC*,12/03/2011 11:30:00
236340,16,3,PC*,PC*,12/03/2011 11:30:00
236380,16,3,PC*,PC*,12/03/2011 11:30:00
236400,16,11,PC*,PC*,12/03/2011 11:30:00
236420,16,11,PC*,PC*,12/03/2011 11:30:00
236440,3,11,PC*,PC*,12/03/2011 11:30:00
236440,16,11,PC*,PC*,12/03/2011 11:30:00
236460,16,3,PC*,PC*,12/03/2011 11:30:00
236460,16,11,PC*,PC*,12/03/2011 11:30:00
236480,16,3,PC*,PC*,12/03/2011 11:30:00
236480,16,11,PC*,PC*,12/03/2011 11:30:00
236500,16,3,PC*,PC*,12/03/2011 11:30:00
236520,16,3,PC*,PC*,12/03/2011 11:30:00
236540,16,3,PC*,PC*,12/03/2011 11:30:00
236560,16,3,PC*,PC*,12/03/2011 11:30:00
236560,3,11,PC*,PC*,12/03/2011 11:30:00
236580,16,3,PC*,PC*,12/03/2011 11:30:00
236580,3,11,PC*,PC*,12/03/2011 11:30:00
236600,16,3,PC*,PC*,12/03/2011 11:30:00
236620,16,3,PC*,PC*,12/03/2011 11:30:00
236640,16,3,PC*,PC*,12/03/2011 11:30:00
236660,16,3,PC*,PC*,12/03/2011 11:30:00
236680,16,3,PC*,PC*,12/03/2011 11:30:00
236700,16,3,PC*,PC*,12/03/2011 11:30:00
236720,16,3,PC*,PC*,12/03/2011 11:30:00
236740,16,3,PC*,PC*,12/03/2011 11:30:00
236760,16,3,PC*,PC*,12/03/2011 11:30:00
236760,3,11,PC*,PC*,12/03/2011 11:30:00
236760,16,11,PC*,PC*,12/03/2011 11:30:00
236780,16,3,PC*,PC*,12/03/2011 11:30:00
236780,3,11,PC*,PC*,12/03/2011 11:30:00
236780,16,11,PC*,PC*,12/03/2011 11:30:00
236800,16,3,PC*,PC*,12/03/2011 11:30:00
236800,3,11,PC*,PC*,12/03/2011 11:30:00
236800,16,11,PC*,PC*,12/03/2011 11:30:00
236820,16,3,PC*,PC*,12/03/2011 11:30:00
236840,16,3,PC*,PC*,12/03/2011 11:30:00
236840,3,11,PC*,PC*,12/03/2011 11:30:00
236860,16,3,PC*,PC*,12/03/2011 11:30:00
236880,16,3,PC*,PC*,12/03/2011 11:30:00
236900,16,11,PC*,PC*,12/03/2011 11:30:00
236920,16,11,PC*,PC*,12/03/2011 11:30:00
236940,16,3,PC*,PC*,12/03/2011 11:30:00
236940,3,11,PC*,PC*,12/03/2011 11:30:00
236940,16,11,PC*,PC*,12/03/2011 11:30:00
236960,16,3,PC*,PC*,12/03/2011 11:30:00
236980,16,3,PC*,PC*,12/03/2011 11:30:00
237000,16,3,PC*,PC*,12/03/2011 11:30:00
237000,3,11,PC*,PC*,12/03/2011 11:30:00
237020,16,3,PC*,PC*,12/03/2011 11:30:00
237040,16,3,PC*,PC*,12/03/2011 11:30:00
237040,16,11,PC*,PC*,12/03/2011 11:30:00
237060,16,3,PC*,PC*,12/03/2011 11:30:00
237060,3,11,PC*,PC*,12/03/2011 11:30:00
237060,16,11,PC*,PC*,12/03/2011 11:30:00
237080,16,3,PC*,PC*,12/03/2011 11:30:00
237080,3,11,PC*,PC*,12/03/2011 11:30:00
237100,16,3,PC*,PC*,12/03/2011 11:30:00
237100,3,11,PC*,PC*,12/03/2011 11:30:00
237100,16,11,PC*,PC*,12/03/2011 11:30:00
237120,16,3,PC*,PC*,12/03/2011 11:30:00
237120,3,11,PC*,PC*,12/03/2011 11:30:00
237120,16,11,PC*,PC*,12/03/2011 11:30:00
237140,16,3,PC*,PC*,12/03/2011 11:30:00
237140,3,11,PC*,PC*,12/03/2011 11:30:00
237140,16,11,PC*,PC*,12/03/2011 11:30:00
237160,16,3,PC*,PC*,12/03/2011 11:30:00
237180,16,3,PC*,PC*,12/03/2011 11:30:00
237200,16,3,PC*,PC*,12/03/2011 11:30:00
237220,16,3,PC*,PC*,12/03/2011 11:30:00
237240,16,3,PC*,PC*,12/03/2011 11:30:00
237240,16,11,PC*,PC*,12/03/2011 11:30:00
237460,16,3,PC*,PC*,12/03/2011 11:30:00
237620,3,11,PC*,PC*,12/03/2011 12:00:00
238740,9,19,PSI*,PSI*,12/03/2011 12:00:00
238760,9,19,PSI*,PSI*,12/03/2011 12:00:00
239200,16,3,PC*,PC*,12/03/2011 12:00:00
240520,9,19,PSI*,PSI*,12/03/2011 12:30:00
240540,9,19,PSI*,PSI*,12/03/2011 12:30:00
240560,9,19,PSI*,PSI*,12/03/2011 12:30:00
241500,3,11,PC*,PC*,12/03/2011 13:00:00
243020,8,13,PSI*,PSI*,12/03/2011 13:30:00
243020,13,6,PSI*,PSI*,12/03/2011 13:30:00
243800,16,3,PC*,PC*,12/03/2011 13:30:00
243840,16,3,PC*,PC*,12/03/2011 13:30:00
243860,16,3,PC*,PC*,12/03/2011 13:30:00
243880,16,3,PC*,PC*,12/03/2011 13:30:00
243900,16,3,PC*,PC*,12/03/2011 13:30:00
243920,16,3,PC*,PC*,12/03/2011 13:30:00
243940,16,3,PC*,PC*,12/03/2011 13:30:00
243960,16,3,PC*,PC*,12/03/2011 13:30:00
243980,16,3,PC*,PC*,12/03/2011 13:30:00
246520,16,3,PC*,PC*,12/03/2011 14:00:00
247440,16,3,PC*,PC*,12/03/2011 14:30:00
247460,16,3,PC*,PC*,12/03/2011 14:30:00
247540,16,3,PC*,PC*,12/03/2011 14:30:00
247860,16,3,PC*,PC*,12/03/2011 14:30:00
247940,16,3,PC*,PC*,12/03/2011 14:30:00
247960,11,6,PC*,PSI*,12/03/2011 14:30:00
248000,11,6,PC*,PSI*,12/03/2011 14:30:00
248020,11,6,PC*,PSI*,12/03/2011 14:30:00
248040,16,3,PC*,PC*,12/03/2011 14:30:00
248040,11,6,PC*,PSI*,12/03/2011 14:30:00
248060,16,3,PC*,PC*,12/03/2011 14:30:00
248060,11,6,PC*,PSI*,12/03/2011 14:30:00
248080,11,6,PC*,PSI*,12/03/2011 14:30:00
248100,11,6,PC*,PSI*,12/03/2011 14:30:00
248120,11,6,PC*,PSI*,12/03/2011 14:30:00
248140,11,6,PC*,PSI*,12/03/2011 14:30:00
248160,11,6,PC*,PSI*,12/03/2011 14:30:00
248220,11,6,PC*,PSI*,12/03/2011 14:30:00
248240,16,3,PC*,PC*,12/03/2011 14:30:00
248240,11,6,PC*,PSI*,12/03/2011 14:30:00
248260,1,3,PC*,PC*,12/03/2011 14:30:00
248260,11,6,PC*,PSI*,12/03/2011 14:30:00
248280,1,3,PC*,PC*,12/03/2011 14:30:00
248280,11,6,PC*,PSI*,12/03/2011 14:30:00
248300,11,6,PC*,PSI*,12/03/2011 14:30:00
248320,11,6,PC*,PSI*,12/03/2011 14:30:00
248340,11,6,PC*,PSI*,12/03/2011 14:30:00
248360,11,6,PC*,PSI*,12/03/2011 14:30:00
248380,11,6,PC*,PSI*,12/03/2011 14:30:00
248400,11,6,PC*,PSI*,12/03/2011 15:00:00
248420,11,6,PC*,PSI*,12/03/2011 15:00:00
248440,11,6,PC*,PSI*,12/03/2011 15:00:00
248460,3,11,PC*,PC*,12/03/2011 15:00:00
248460,11,6,PC*,PSI*,12/03/2011 15:00:00
248480,11,6,PC*,PSI*,12/03/2011 15:00:00
248500,11,6,PC*,PSI*,12/03/2011 15:00:00
248520,11,6,PC*,PSI*,12/03/2011 15:00:00
248560,16,3,PC*,PC*,12/03/2011 15:00:00
248560,11,6,PC*,PSI*,12/03/2011 15:00:00
248580,11,6,PC*,PSI*,12/03/2011 15:00:00
248680,16,3,PC*,PC*,12/03/2011 15:00:00
249040,1,16,PC*,PC*,12/03/2011 15:00:00
255800,9,19,PSI*,PSI*,12/03/2011 17:00:00
255820,9,19,PSI*,PSI*,12/03/2011 17:00:00
255900,9,19,PSI*,PSI*,12/03/2011 17:00:00
255920,9,19,PSI*,PSI*,12/03/2011 17:00:00
256220,9,19,PSI*,PSI*,12/03/2011 17:00:00
256240,9,19,PSI*,PSI*,12/03/2011 17:00:00
256260,9,19,PSI*,PSI*,12/03/2011 17:00:00
256340,9,19,PSI*,PSI*,12/03/2011 17:00:00
256360,9,19,PSI*,PSI*,12/03/2011 17:00:00
256460,9,19,PSI*,PSI*,12/03/2011 17:00:00
256480,9,19,PSI*,PSI*,12/03/2011 17:00:00
256800,9,19,PSI*,PSI*,12/03/2011 17:00:00
256900,9,19,PSI*,PSI*,12/03/2011 17:00:00
257340,9,19,PSI*,PSI*,12/03/2011 17:00:00
257360,14,13,PSI*,PSI*,12/03/2011 17:00:00
257420,9,19,PSI*,PSI*,12/03/2011 17:30:00
257440,9,19,PSI*,PSI*,12/03/2011 17:30:00
257460,9,19,PSI*,PSI*,12/03/2011 17:30:00
257540,14,8,PSI*,PSI*,12/03/2011 17:30:00
258380,16,14,PC*,PSI*,12/03/2011 17:30:00
306880,3,4,PC*,PC*,12/04/2011 07:00:00
307300,16,11,PC*,PC*,12/04/2011 07:00:00
310720,14,5,PSI*,PSI*,12/04/2011 08:00:00
310760,18,14,PSI*,PSI*,12/04/2011 08:00:00
310780,18,14,PSI*,PSI*,12/04/2011 08:00:00
310960,14,5,PSI*,PSI*,12/04/2011 08:00:00
310960,13,5,PSI*,PSI*,12/04/2011 08:00:00
310960,14,13,PSI*,PSI*,12/04/2011 08:00:00
310980,13,6,PSI*,PSI*,12/04/2011 08:00:00
311040,14,13,PSI*,PSI*,12/04/2011 08:00:00
311040,18,13,PSI*,PSI*,12/04/2011 08:00:00
311120,14,8,PSI*,PSI*,12/04/2011 08:00:00
311140,14,13,PSI*,PSI*,12/04/2011 08:00:00
314240,13,5,PSI*,PSI*,12/04/2011 09:00:00
314900,1,4,PC*,PC*,12/04/2011 09:00:00
315040,15,1,PC,PC*,12/04/2011 09:30:00
315060,15,11,PC,PC*,12/04/2011 09:30:00
315080,3,11,PC*,PC*,12/04/2011 09:30:00
315100,3,11,PC*,PC*,12/04/2011 09:30:00
315140,9,14,PSI*,PSI*,12/04/2011 09:30:00
315200,11,6,PC*,PSI*,12/04/2011 09:30:00
315220,11,6,PC*,PSI*,12/04/2011 09:30:00
315240,11,6,PC*,PSI*,12/04/2011 09:30:00
315300,11,12,PC*,PC*,12/04/2011 09:30:00
315520,12,2,PC*,PC*,12/04/2011 09:30:00
315660,11,12,PC*,PC*,12/04/2011 09:30:00
315660,11,2,PC*,PC*,12/04/2011 09:30:00
315700,11,12,PC*,PC*,12/04/2011 09:30:00
315720,11,12,PC*,PC*,12/04/2011 09:30:00
315720,13,5,PSI*,PSI*,12/04/2011 09:30:00
315740,13,5,PSI*,PSI*,12/04/2011 09:30:00
315760,13,5,PSI*,PSI*,12/04/2011 09:30:00
315800,11,12,PC*,PC*,12/04/2011 09:30:00
315840,9,13,PSI*,PSI*,12/04/2011 09:30:00
315900,11,6,PC*,PSI*,12/04/2011 09:30:00
315920,11,12,PC*,PC*,12/04/2011 09:30:00
315940,1,6,PC*,PSI*,12/04/2011 09:30:00
315940,1,3,PC*,PC*,12/04/2011 09:30:00
315940,1,12,PC*,PC*,12/04/2011 09:30:00
316000,9,14,PSI*,PSI*,12/04/2011 09:30:00
316060,9,14,PSI*,PSI*,12/04/2011 09:30:00
316080,1,6,PC*,PSI*,12/04/2011 09:30:00
316080,1,3,PC*,PC*,12/04/2011 09:30:00
316140,1,12,PC*,PC*,12/04/2011 09:30:00
316160,12,4,PC*,PC*,12/04/2011 09:30:00
316180,12,4,PC*,PC*,12/04/2011 09:30:00
316200,12,4,PC*,PC*,12/04/2011 09:30:00
319160,18,13,PSI*,PSI*,12/04/2011 10:30:00
320460,11,2,PC*,PC*,12/04/2011 11:00:00
320520,11,2,PC*,PC*,12/04/2011 11:00:00
322820,16,2,PC*,PC*,12/04/2011 11:30:00
323120,5,6,PSI*,PSI*,12/04/2011 11:30:00
323120,9,5,PSI*,PSI*,12/04/2011 11:30:00
323120,9,6,PSI*,PSI*,12/04/2011 11:30:00
323140,5,6,PSI*,PSI*,12/04/2011 11:30:00
323140,9,5,PSI*,PSI*,12/04/2011 11:30:00
323140,9,6,PSI*,PSI*,12/04/2011 11:30:00
323160,9,5,PSI*,PSI*,12/04/2011 11:30:00
323160,9,6,PSI*,PSI*,12/04/2011 11:30:00
323180,9,5,PSI*,PSI*,12/04/2011 11:30:00
323180,9,6,PSI*,PSI*,12/04/2011 11:30:00
323200,9,6,PSI*,PSI*,12/04/2011 11:30:00
323220,18,6,PSI*,PSI*,12/04/2011 11:30:00
323220,8,5,PSI*,PSI*,12/04/2011 11:30:00
323260,7,6,PSI*,PSI*,12/04/2011 11:30:00
323260,9,6,PSI*,PSI*,12/04/2011 11:30:00
323260,7,9,PSI*,PSI*,12/04/2011 11:30:00
323280,9,5,PSI*,PSI*,12/04/2011 11:30:00
323280,9,6,PSI*,PSI*,12/04/2011 11:30:00
323320,7,6,PSI*,PSI*,12/04/2011 11:30:00
323320,7,9,PSI*,PSI*,12/04/2011 11:30:00
323340,7,6,PSI*,PSI*,12/04/2011 11:30:00
323340,18,8,PSI*,PSI*,12/04/2011 11:30:00
323340,7,18,PSI*,PSI*,12/04/2011 11:30:00
323340,7,9,PSI*,PSI*,12/04/2011 11:30:00
323380,7,8,PSI*,PSI*,12/04/2011 11:30:00
323380,18,8,PSI*,PSI*,12/04/2011 11:30:00
323400,7,9,PSI*,PSI*,12/04/2011 11:30:00
323420,7,9,PSI*,PSI*,12/04/2011 11:30:00
323440,7,8,PSI*,PSI*,12/04/2011 11:30:00
323440,7,6,PSI*,PSI*,12/04/2011 11:30:00
323440,7,9,PSI*,PSI*,12/04/2011 11:30:00
323460,7,18,PSI*,PSI*,12/04/2011 11:30:00
323460,7,9,PSI*,PSI*,12/04/2011 11:30:00
323480,7,8,PSI*,PSI*,12/04/2011 11:30:00
323480,7,9,PSI*,PSI*,12/04/2011 11:30:00
323500,7,8,PSI*,PSI*,12/04/2011 11:30:00
323500,9,5,PSI*,PSI*,12/04/2011 11:30:00
323500,7,18,PSI*,PSI*,12/04/2011 11:30:00
323520,7,6,PSI*,PSI*,12/04/2011 11:30:00
323520,9,5,PSI*,PSI*,12/04/2011 11:30:00
323520,18,5,PSI*,PSI*,12/04/2011 11:30:00
323520,9,6,PSI*,PSI*,12/04/2011 11:30:00
323540,9,5,PSI*,PSI*,12/04/2011 11:30:00
323540,18,8,PSI*,PSI*,12/04/2011 11:30:00
323560,7,6,PSI*,PSI*,12/04/2011 11:30:00
323560,18,8,PSI*,PSI*,12/04/2011 11:30:00
323560,7,18,PSI*,PSI*,12/04/2011 11:30:00
323560,7,9,PSI*,PSI*,12/04/2011 11:30:00
323580,18,9,PSI*,PSI*,12/04/2011 11:30:00
323580,7,9,PSI*,PSI*,12/04/2011 11:30:00
323620,7,9,PSI*,PSI*,12/04/2011 11:30:00
323640,18,5,PSI*,PSI*,12/04/2011 11:30:00
323680,9,5,PSI*,PSI*,12/04/2011 11:30:00
323700,18,8,PSI*,PSI*,12/04/2011 11:30:00
323700,7,18,PSI*,PSI*,12/04/2011 11:30:00
323720,7,8,PSI*,PSI*,12/04/2011 11:30:00
323720,7,9,PSI*,PSI*,12/04/2011 11:30:00
323740,18,5,PSI*,PSI*,12/04/2011 11:30:00
323760,18,8,PSI*,PSI*,12/04/2011 11:30:00
323800,7,18,PSI*,PSI*,12/04/2011 11:30:00
323800,7,9,PSI*,PSI*,12/04/2011 11:30:00
323820,7,6,PSI*,PSI*,12/04/2011 11:30:00
323840,9,14,PSI*,PSI*,12/04/2011 11:30:00
323840,18,8,PSI*,PSI*,12/04/2011 11:30:00
323840,7,9,PSI*,PSI*,12/04/2011 11:30:00
323860,7,6,PSI*,PSI*,12/04/2011 11:30:00
323860,7,9,PSI*,PSI*,12/04/2011 11:30:00
323880,9,5,PSI*,PSI*,12/04/2011 11:30:00
323880,18,5,PSI*,PSI*,12/04/2011 11:30:00
323880,7,9,PSI*,PSI*,12/04/2011 11:30:00
323900,7,6,PSI*,PSI*,12/04/2011 11:30:00
323900,7,9,PSI*,PSI*,12/04/2011 11:30:00
323900,9,8,PSI*,PSI*,12/04/2011 11:30:00
323920,7,6,PSI*,PSI*,12/04/2011 11:30:00
323920,18,8,PSI*,PSI*,12/04/2011 11:30:00
323940,7,6,PSI*,PSI*,12/04/2011 11:30:00
323960,18,5,PSI*,PSI*,12/04/2011 11:30:00
